repo,instance_id,base_commit,patch,test_patch,problem_statement,hints_text,created_at,image_assets,version,FAIL_TO_PASS,PASS_TO_PASS,resolved,commit_date,author_date,author_year,author_month,commit_year,commit_month
highlightjs/highlight.js,highlightjs__highlight.js-2703,25dd12a5324f3554a2ec30116789861ec318ed5f,,,"(scala) comment rendered as class title
Given input

```
class A  // Something goes here
{
}
```

Comment words (including `//`) are rendered as titles:

```
<span class=""hljs-class""><span class=""hljs-keyword"">class</span> <span class=""hljs-title"">A</span>  <span class=""hljs-title"">//</span> <span class=""hljs-title"">Something</span> <span class=""hljs-title"">goes</span> <span class=""hljs-title"">here</span></span>
{
}
```

On the other hand if curly bracket is in the same line:

```
class A {  // Something goes here
}
```

Output is rendered as expected:

```
<span class=""hljs-class""><span class=""hljs-keyword"">class</span> <span class=""hljs-title"">A</span> </span>{  <span class=""hljs-comment"">// Something goes here</span>
}
```

I used `hljs.highlight('Scala', rawSourceCode)` for the formatting.

Highlight.js version: `9.12.0`
(javascript) Comments are not highlighted if inside params
**Describe the issue**

Comments do not seem to be detected inside params for Javascript.

**Which language seems to have the issue?**

Javascript.

**Sample Code to Reproduce**


```
f = (                // f is a recursive function taking:
  [c,                //   c   = next digit character
      ...a],         //   a[] = array of remaining digits
  o = '',            //   o   = output string
  S = new Set        //   S   = set of solutions
) =>                 //
  c ?                // if c is defined:
    f(               //   do a recursive call:
      a,             //     pass a[]
      o + c,         //     append c to o
      o ?            //     if o is non-empty:
        f(           //       do another recursive call
          a,         //         pass a[]
          o + [, c], //         append a comma followed by c to o
          S          //         pass S
        )            //       end of recursive call (returns S)
      :              //     else:
        S            //       just pass S as the 3rd argument
    )                //   end of recursive call (returns S)
  :                  // else:
    S.add(           //   add to the set S:
      o.replace(     //     the string o with ...
        /\d+/g,      //       ... all numeric strings
        n => +n      //       coerced to integers to remove leading zeros
                     //       (and coerced back to strings)
      )              //     end of replace()
    )                //   end of add() (returns S)
```

From: https://meta.stackexchange.com/questions/353983/goodbye-prettify-hello-highlight-js-swapping-out-our-syntax-highlighter

**Expected behavior**

Comments should be highlighted.

**Additional context**

Some other languages have this same issue (or very similar)
![G5sz3](https://user-images.githubusercontent.com/6473/93899960-da077c00-fcc2-11ea-87df-711efb3879cf.png)

",,,"{""problem_statement"": [""https://user-images.githubusercontent.com/6473/93899960-da077c00-fcc2-11ea-87df-711efb3879cf.png""]}",,,,False,2020-09-22 15:42:40+00:00,2020-09-22 15:42:40+00:00,2020,9,2020,9
highlightjs/highlight.js,highlightjs__highlight.js-3457,777eb9172f9cabb96acf82d204769059ca2d0030,,,"Very simple fix for bold + italics misrender for markdown

There is currently a bug where if you have bold and italics applied to a piece of text, it causes the rest of the document to render as bold and italics, and ignores the closing bold/italics characters.

This resolves that.

Before fix
![image](https://user-images.githubusercontent.com/7014528/148438900-4c83c46e-8241-46c2-9360-acca18d4c7d7.png)

After fix
![image](https://user-images.githubusercontent.com/7014528/148438986-f376ba6a-5d26-45b7-a2f0-4e9f313f5712.png)

",,,"{""problem_statement"": [""https://user-images.githubusercontent.com/7014528/148438900-4c83c46e-8241-46c2-9360-acca18d4c7d7.png"", ""https://user-images.githubusercontent.com/7014528/148438986-f376ba6a-5d26-45b7-a2f0-4e9f313f5712.png""]}",,,,False,2022-02-09 20:11:37+00:00,2022-02-09 20:08:27+00:00,2022,2,2022,2
highlightjs/highlight.js,highlightjs__highlight.js-3438,c0138d99b476933eb105e9c7eff4b2cd006d70bb,,,"Some codes of cpp cannot be rendered
**Describe the issue**
Some code of cpp can not be rendered.

**Which language seems to have the issue?**
cpp

**Are you using `highlight` or `highlightAuto`?**

highlight

...

**Sample Code to Reproduce**

![image](https://user-images.githubusercontent.com/970828/147624828-9e4ff7f2-30a5-4e5e-91ed-af90f45559c9.png)

```cpp
#include <iostream>
#include <Eigen/Core>
int main(int argc, char** argv)
{
    //1.方阵
    Eigen::Matrix3f  A;   //本质是Eigen::Matrix<float,3,3> A;  
    A << 1,2,3,4,5,6,7,8,9;
    std::cout << ""A= \n"" << A << std::endl;

    //2. 转置操作
    Eigen::Matrix3f  A_T =  A.transpose();
    std::cout << ""\nA的转置矩阵A_T= \n"" << A_T << std::endl;

    //3. 零矩阵
    Eigen::Matrix<float,3,5> B = Eigen::Matrix<float,3,5>::Zero();
    std::cout << ""\nB= \n"" << B << std::endl;

    //4. 对角矩阵
    //4.1 构造对角矩阵
    Eigen::VectorXd vector(5);                //构建5维向量
    vector<<1,2,3,4,5;                        //向量赋值
    Eigen::MatrixXd  C(vector.asDiagonal());  //使用向量生成对角阵
    std::cout << ""\nC= \n"" << C << std::endl;

    //4.2 从普通矩阵中提取对角元素组成向量 
    std::cout << ""\n从C中提取对角元素构成向量= \n"" << C.diagonal() << std::endl;    //C也可以不是方阵

    //5. 单位矩阵
    //5.1 构造单位矩阵
    Eigen::Matrix3f D = Eigen::Matrix3f::Identity();                    //简写
    Eigen::Matrix<float,4,4> E = Eigen::Matrix<float,4,4>::Identity();  //完整写法
    std::cout << ""\n单位矩阵D= \n"" << D << std::endl;
    std::cout << ""\n单位矩阵E= \n"" << E << std::endl;

    //5.2 构造对角线为1的普通矩阵
    Eigen::Matrix<float,3,5> F = Eigen::Matrix<float,3,5>::Identity();
    std::cout << ""\n普通对角元素为1的矩阵F= \n"" << F << std::endl;

    return 0;
}
```


**Expected behavior**

![image](https://user-images.githubusercontent.com/970828/147624795-263d0acb-432d-4f79-bd5c-15faa8492911.png)

**Additional context**
Code:
```
element.innerHTML = hljs.highlight(code, {
                language: ""cpp"",
                ignoreIllegals: true
            }).value;
```
",,,"{""problem_statement"": [""https://user-images.githubusercontent.com/970828/147624828-9e4ff7f2-30a5-4e5e-91ed-af90f45559c9.png"", ""https://user-images.githubusercontent.com/970828/147624795-263d0acb-432d-4f79-bd5c-15faa8492911.png""]}",,,,False,2021-12-27 14:16:40+00:00,2021-12-27 14:16:40+00:00,2021,12,2021,12
highlightjs/highlight.js,highlightjs__highlight.js-3516,4eb662d3347a06102e23ba1c642c6fd5f6492fe6,,,"(CSS) highlight incorrectly: A string within parentheses
**Describe the issue**


![image](https://user-images.githubusercontent.com/49649786/161419104-e5bacabb-b4ee-4b54-b246-c480cb68646f.png)
**Which language seems to have the issue?**


`CSS`

**Are you using `highlight` or `highlightAuto`?**

`highlight` v11.5.0


**Sample Code to Reproduce**


```css
:root {
    --custom-background-image-1: url('/appearance/themes/Dark+/image/background (01).jpg');
    --custom-background-image-2: url('/appearance/themes/Dark+/image/background (02).jpg');
    --custom-background-image-3: url(""/appearance/themes/Dark+/image/background (03).jpg"");
    --custom-background-image-4: url(""/appearance/themes/Dark+/image/background (04).jpg"");
}
```
**Expected behavior**


When `)` appears in the string, it should not take precedence over `'` or `""` for matching.

**Additional context**


",,,"{""problem_statement"": [""https://user-images.githubusercontent.com/49649786/161419104-e5bacabb-b4ee-4b54-b246-c480cb68646f.png""]}",,,,False,2022-07-01 16:49:28+00:00,2022-07-01 16:49:28+00:00,2022,7,2022,7
highlightjs/highlight.js,highlightjs__highlight.js-3316,e4226f5724c5a8fad85a95ead2123bde49c070a4,,,"enh(cpp) recognize primitive types (`int`, `char`, etc.) as keywords


I would like to discuss the change made in hljs 11.0.0:

- enh(cpp) cleanup reserved keywords and type lists (#3178)

As part of the above pull request, primitive types and keywords were split to
be highlighted separately (commit 1be7a28). It seems to me that after the
change, the highlighting of some C++ code looks unnatural and confusing. For
example, take a look at the variable declarations before and after the change:

Before ([jsfiddle](https://jsfiddle.net/xgr5vs2j/)):
<img width=""250"" alt=""10 7 1"" src=""https://user-images.githubusercontent.com/15797194/130462175-5fa8cb53-bc2a-45d5-b1c9-1ce1ccef4871.png"">

After ([jsfiddle](https://jsfiddle.net/7jdua16z/)):
<img width=""250"" alt=""11 2 0"" src=""https://user-images.githubusercontent.com/15797194/130462218-f0f5f484-4780-47dc-b01d-162c30534763.png"">

How would you feel about returning to the previous behaviour?

Technically, as far as the [C++ standard](https://en.cppreference.com/w/cpp/keyword) is concerned, primitive types are
keywords. Plus, many popular C++ IDEs and text editors highlight primitive
types as keywords:

<img width=""250"" alt=""VisualStudioCode"" src=""https://user-images.githubusercontent.com/15797194/130452012-4861b16e-4e4a-48d0-ac4c-36ea53fb9845.png"">
<img width=""250"" alt=""CLion"" src=""https://user-images.githubusercontent.com/15797194/130452003-dce3a04a-51ad-4feb-bfaf-48399426c439.png"">
<img width=""250"" alt=""XCode"" src=""https://user-images.githubusercontent.com/15797194/130452781-47b1772d-782c-405d-8aed-15da1e7a8e2b.png"">
<img width=""250"" alt=""Notepad++"" src=""https://user-images.githubusercontent.com/15797194/130454077-c53d2969-e9ea-4140-a86f-3784bfcc5c05.png"">

### Changes
- (cpp) Moved primitive types from `RESERVED_TYPES` to `RESERVED_KEYWORDS`.
- (arduino) Used `keyword` for Arduino specific data types as Arduino is a superset of C++.

### Checklist
- [x] Updated tests
- [x] Updated the changelog at `CHANGES.md`

",,,"{""problem_statement"": [""https://user-images.githubusercontent.com/15797194/130462175-5fa8cb53-bc2a-45d5-b1c9-1ce1ccef4871.png"", ""https://user-images.githubusercontent.com/15797194/130462218-f0f5f484-4780-47dc-b01d-162c30534763.png"", ""https://user-images.githubusercontent.com/15797194/130452012-4861b16e-4e4a-48d0-ac4c-36ea53fb9845.png"", ""https://user-images.githubusercontent.com/15797194/130452003-dce3a04a-51ad-4feb-bfaf-48399426c439.png"", ""https://user-images.githubusercontent.com/15797194/130452781-47b1772d-782c-405d-8aed-15da1e7a8e2b.png"", ""https://user-images.githubusercontent.com/15797194/130454077-c53d2969-e9ea-4140-a86f-3784bfcc5c05.png""]}",,,,False,2021-08-29 19:25:04+00:00,2021-08-29 19:25:04+00:00,2021,8,2021,8
highlightjs/highlight.js,highlightjs__highlight.js-2684,fffde71a792274345cd91d97627a8703602b07ed,,,"(bash) Language does not highlight heredocs
**Describe the issue**


Is is expected that the `bash` language do no highlight some specific characters. in the screenshot below
I would have expected the following would be highlighted

* `|` a pipe
* `\` the _continue command marker_ at the end of the line
* `>` `<` Stream redirections
* `<<` and `<<<`, here doc, and here string
* `$(...)` _subshell variable_ (maybe not what's inside but at least the whole variable or just the parenthesis)

shell 
![image](https://user-images.githubusercontent.com/803621/86131584-1f624600-bae6-11ea-825a-6a6c29a4bb60.png)

bash
![image](https://user-images.githubusercontent.com/803621/86131817-6c461c80-bae6-11ea-9b11-c3596f540a3d.png)



**Which language seems to have the issue?**


I believe it's the `bash` language which is also used by the shell language.

**Are you using `highlight` or `highlightAuto`?**

I'm not sure of the question, the script uses : `hljs.initHighlightingOnLoad();`

...

**Sample Code to Reproduce**


Reproducer : https://jsfiddle.net/kcyd487f/


**Expected behavior**


Highlight the menetionned element above. Maybe other characters elements may be interesting.

For heredoc I'm not sure everything could be highlighted, especially the multiline text, as the EOF marker can be anything.

**Additional context**

I'm using asciidoctor, but the issue can be reproduced in the JSfiddle too.
",,,"{""problem_statement"": [""https://user-images.githubusercontent.com/803621/86131584-1f624600-bae6-11ea-825a-6a6c29a4bb60.png"", ""https://user-images.githubusercontent.com/803621/86131817-6c461c80-bae6-11ea-9b11-c3596f540a3d.png""]}",,,,False,2020-10-04 16:44:32+00:00,2020-10-04 16:44:32+00:00,2020,10,2020,10
highlightjs/highlight.js,highlightjs__highlight.js-3212,650937632f67500f36481bf28219d27d0bf73ba9,,,"(Elixir) Zero isn't highlighted as a number
**Describe the issue**

`0` on its own should be highlighted as a number, but isn't. `0` can also start a valid decimal integer, e.g. `0123` (not highlighted as a number at all), or a float, e.g. `0.3` (only `3` highlighted as a number).

Here's how it looks like:

<img width=""733"" alt=""Screen Shot 2021-05-30 at 18 05 29"" src=""https://user-images.githubusercontent.com/7852553/120111409-22403d80-c172-11eb-8413-153fdd50d554.png"">

Every single expression there is a valid number and should be fully highlighted blue.

**Are you using `highlight` or `highlightAuto`?**

`highlight`

**Sample Code to Reproduce**

JS Fiddle:
https://jsfiddle.net/angelikatyborska/3ku4bhem/5/



",,,"{""problem_statement"": [""https://user-images.githubusercontent.com/7852553/120111409-22403d80-c172-11eb-8413-153fdd50d554.png""]}",,,,False,2021-06-04 09:20:48+00:00,2021-06-04 09:20:48+00:00,2021,6,2021,6
highlightjs/highlight.js,highlightjs__highlight.js-3207,5d51ee44dafab66004ebdf641992e9d873db34c9,,,"(Elixir) Function capture breaks further code highlighting
**Describe the issue**

When I try to highlight an Elixir snippet that includes capturing a function (`&function_name/arity`), it seems to treat the `/` as something else until the next `/`. That's my guess... I find it hard to describe what exactly happens, so here's a screenshot:

<img width=""732"" alt=""Screen Shot 2021-05-29 at 10 38 48"" src=""https://user-images.githubusercontent.com/7852553/120064146-27669500-c06b-11eb-9f62-0922e96a554a.png"">

**Are you using `highlight` or `highlightAuto`?**

`highlight`

**Sample Code to Reproduce**

JS Fiddle: https://jsfiddle.net/angelikatyborska/yvd8apxo/

**Expected behavior**

I would expect the function capture `&letter?/1` to be completely white and the rest of the code colored like this:

<img width=""734"" alt=""Screen Shot 2021-05-29 at 10 41 18"" src=""https://user-images.githubusercontent.com/7852553/120064174-46652700-c06b-11eb-8657-08a26ff15d76.png"">

This snippet works exactly the same as the problematic one, except that instead of capturing the existing `letter?` function via `&letter?/1`, it creates an anonymous function with 1 argument that calls the function `letter?` - `&letter?(&1)`

",,,"{""problem_statement"": [""https://user-images.githubusercontent.com/7852553/120064146-27669500-c06b-11eb-9f62-0922e96a554a.png"", ""https://user-images.githubusercontent.com/7852553/120064174-46652700-c06b-11eb-8657-08a26ff15d76.png""]}",,,,False,2021-06-02 01:54:09+00:00,2021-06-02 01:54:09+00:00,2021,6,2021,6
highlightjs/highlight.js,highlightjs__highlight.js-3644,71f5cb2970e26e0b7f9b115368cfff1e13a97fd3,,,"(CMake) Multi-line comments aren't supported properly
**Describe the issue**
Multi-line comments aren't supported properly, highlight.js seems to treat them like single-line comments which start similarly (`#`)

**Which language seems to have the issue?**
CMake

**Are you using `highlight` or `highlightAuto`?**

highlight

**Sample Code to Reproduce**
```html
<!DOCTYPE HTML>
<html>
	<head>
		<link rel=""stylesheet"" href=""https://unpkg.com/@highlightjs/cdn-assets@11.6.0/styles/default.min.css"">
		<script type=""module"">
			import hljs from 'https://unpkg.com/@highlightjs/cdn-assets@11.6.0/es/highlight.min.js';
			import cmake from 'https://unpkg.com/@highlightjs/cdn-assets@11.6.0/es/languages/cmake.min.js';

			hljs.registerLanguage('cmake', cmake);
			hljs.highlightAll();
		</script>
	</head>

	<body>
		<pre>
			<code class=""language-cmake"">
				#[[test
				test
				test]]
			</code>
		</pre>
	</body>
</html>
```


**Expected behavior**
Everything from `#[[` to `]]` is treated like a multi-line comment and grayed out

**Additional context**
![image](https://user-images.githubusercontent.com/13699966/182623099-978c96c2-671e-4d6f-ae85-099db66f2561.png)

",,,"{""problem_statement"": [""https://user-images.githubusercontent.com/13699966/182623099-978c96c2-671e-4d6f-ae85-099db66f2561.png""]}",,,,False,2022-10-16 10:55:38+00:00,2022-10-16 10:55:38+00:00,2022,10,2022,10
highlightjs/highlight.js,highlightjs__highlight.js-2750,7e6d53db5f15882d8364c83b0e1d97f268a2d284,,,"(javascript&typescript) Right curly brace inside template literal expression makes highlighter think expression has ended
**Describe the issue**
Right curly braces inside a template literal's expression seem to confuse the highlighter into thinking that the expression has ended, which causes rest of the expression to be highlighted as a string. If the expression after the right curly brace includes a nested template literal, that seems to be treated as the terminator for the parent template literal.

**Which language seems to have the issue?**
`javascript` and `typescript`

**Are you using `highlight` or `highlightAuto`?**
I'm using `highlight`.

**Sample Code to Reproduce**
```js
const foo = tag`hello ${args > 0 ? { foo: 1 } : { bar: 2 }}!`;
const foo = tag`hello ${(args) => (args > 0 ? { foo: 1 } : { bar: 2 })}!`;
const foo = tag`hello ${({ args }) => args.name}!`;
const foo = tag`hello ${({ args: { name } }) => name}!`;

const Button = styled.button`
  background: transparent;

  ${({ primary }) =>
    primary &&
    css`
      background: palevioletred;
      color: white;
    `}
`;
```

This snippet produces the following in Highlight.js 10.2.1 (in [this snippet](https://jsfiddle.net/7uL93kga/4/)):

![image](https://user-images.githubusercontent.com/21111572/95691014-7b2f8580-0c24-11eb-90e3-dd791b78d5c4.png)



**Expected behavior**
This screenshot is from VS Code. Notice how the parts after the right curly brace are correctly highlighted.
![image](https://user-images.githubusercontent.com/21111572/95691021-87b3de00-0c24-11eb-9eed-8c566264f6d8.png)




**Additional context**
While functions are usually pretty rare inside template literals, they're used extensively in e.g. [Styled Components](https://styled-components.com/) which is a popular CSS-in-JS library for React.
",,,"{""problem_statement"": [""https://user-images.githubusercontent.com/21111572/95691014-7b2f8580-0c24-11eb-90e3-dd791b78d5c4.png"", ""https://user-images.githubusercontent.com/21111572/95691021-87b3de00-0c24-11eb-9eed-8c566264f6d8.png""]}",,,,False,2020-10-12 00:45:58+00:00,2020-10-12 00:45:58+00:00,2020,10,2020,10
highlightjs/highlight.js,highlightjs__highlight.js-3278,0f70132be18769c36b33740c99276e355b0b8702,,,"(TypeScript) Generics with extends broken from 10.3.0
**Describe the issue**


Generic types using the `extends` keyword break subsequent highlighting.

![image](https://user-images.githubusercontent.com/2077433/125857694-b04f2efe-a0d2-41f7-a955-d99162837aa4.png)

I bisected a bit and tracked it down to a change between [10.2.1 and 10.3.0](https://github.com/highlightjs/highlight.js/compare/10.2.1...10.3.0)

Could be [this](https://github.com/highlightjs/highlight.js/commit/f5e24b9413265fe76ff24244e2642f47d722a8e4) commit? (only because It's the only one in there marked typescript that I could see.)

**Which language seems to have the issue?**
TypeScript

**Are you using `highlight` or `highlightAuto`?**
I've definitely seen it with `hljs.highlightBlock` and `hljs.highlight` in my code.

**Sample Code to Reproduce**


http://jsbin.com/tutirup/edit?html,output

```ts
interface Prefixer<Something extends string> {
  (): `other__${Something}`;

  parse: <From extends string>(
    value: From
  ) => number;
}

const cloneWith = <T, A extends keyof T, V>(
  i: T,
  a: A,
  value: V
): Omit<T, A> & {[K in A]: V} => ({
  ...i,
  [a]: value,
});

const source = { name: 'bob', age: 90 };
const result = cloneWith(source, 'age', 'old!');
type TestSource = typeof source.age // number
type TestResult = typeof result.age // string
```

**Expected behavior**


Switching back to 10.2.1 gives this:

![image](https://user-images.githubusercontent.com/2077433/125858275-4952da72-a336-48c6-85b5-19b46f1f04bc.png)

**Additional context**


I've seen this in a couple of places... my blog, VSCode's markdown preview and found an issue in [SO meta](https://meta.stackoverflow.com/questions/407040/typescript-syntax-highlighting-seems-broken-in-this-question) (i stole some code from the question linked there for this repro).

",,,"{""problem_statement"": [""https://user-images.githubusercontent.com/2077433/125857694-b04f2efe-a0d2-41f7-a955-d99162837aa4.png"", ""https://user-images.githubusercontent.com/2077433/125858275-4952da72-a336-48c6-85b5-19b46f1f04bc.png""]}",,,,False,2021-10-17 12:59:59+00:00,2021-10-17 12:59:59+00:00,2021,10,2021,10
highlightjs/highlight.js,highlightjs__highlight.js-3287,2aa387dccf8ae20ede43ca98f6db6df3acbf20e4,,,"(Verilog) Incorrect `meta` scope
**Describe the issue**
In Verilog, from backquotes (`` ` ``) to end-of-line are treated as `meta` scope, which is not correct.

**Which language seems to have the issue?**
highlight.js: `11.1.0`
Language: `verilog`
Theme: `github`

**Are you using `highlight` or `highlightAuto`?**
Both.

**Sample Code to Reproduce**
For example, comments following `` `define`` are not highlighted correctly.
Also, Verilog requires a backquote (`` ` ``) when using defined values, so the text following it is not highlighted correctly.

Code:
```verilog
`define CONSTANT value // this is a comment
wire result = `CONSTANT + variable; // comment
```
Screenshot:
![image](https://user-images.githubusercontent.com/58929100/126637183-62cc9e4f-4e1e-4b0b-b373-b8c55b8fa3da.png)

**Expected behavior**
It should be highlighted like C.
![image](https://user-images.githubusercontent.com/58929100/126640467-44c0129f-c5a5-497d-be00-4e938395d2af.png)
(Of course, `#` is not necessary in C when using `CONSTANT`, I simply want to compare with Verilog).

",,,"{""problem_statement"": [""https://user-images.githubusercontent.com/58929100/126637183-62cc9e4f-4e1e-4b0b-b373-b8c55b8fa3da.png"", ""https://user-images.githubusercontent.com/58929100/126640467-44c0129f-c5a5-497d-be00-4e938395d2af.png""]}",,,,False,2021-08-02 02:50:18+00:00,2021-08-02 02:50:18+00:00,2021,8,2021,8
highlightjs/highlight.js,highlightjs__highlight.js-2726,373a2668192f64e74a8d2b4848c2cb82625c0519,,,"(LaTeX) There is no code highlighting inside braces (most of the time)
**Describe the issue**
It seems like braces in LaTeX are treated like string literals by highlight.js, i.e. their content is treated as one group that is highlighted uniformly, regardless of content. This is _not correct_! While braces are an important syntactical element in TeX, their content is normal TeX code, just like outside of braces. They can contain anything that is allowed in the language. Consequently, their content should be highlighted normally.

Since braces are such a frequent occurrence in TeX, this behavior can easily leave half the code that should be highlighted un-highlighted.

Here is a part of the [official demo][demo]. The macros `\eTiX` and `\TeX` in the first line as well as `\!` and `\~` in the last are not recognizable as such. As I said above, syntactically there is no need to treat the content of braces any different from normal code at all.

![output](https://user-images.githubusercontent.com/23075534/94275695-8f4a6600-ff47-11ea-9c51-6eb36cf8e0b2.png)

Here are some examples from [a tex.sx post][tex.sx-post]. Somehow, the behavior is not totally consistent here as some things in the braces are highlighted. It may have something to do with the fact that `\hbox` is a primitive command and may be treated as a ""reserved word"". However, the same should not be true about `\,`. Maybe it's just a bug in a bug.

![tex.sx-output-1](https://user-images.githubusercontent.com/23075534/94276251-43e48780-ff48-11ea-8f77-0894ff08e374.png)

![tex.sx-output-2](https://user-images.githubusercontent.com/23075534/94276360-6d051800-ff48-11ea-9bf2-0d35838097b0.png)

[demo]: https://highlightjs.org/static/demo/
[tex.sx-post]: https://tex.stackexchange.com/a/22375/48973

**Sample Code to Reproduce**
The code from the demo page (with two more lines than the screenshot in order to complete the `table` and `document` environments):
```latex
\newcommand{\eTiX}{\TeX}
\begin{document}
\section*{Highlight.js}
\begin{table}[c|c]
$\frac 12\, + \, \frac 1{x^3}\text{Hello \! world}$ & \textbf{Goodbye\~ world} \\\eTiX $ \pi=400 $
\end{table}
\end{document}
```

The code from the tex.sx post:
```latex
\newcommand{\opncls}[2]{%
  \ooalign{$#1\subseteq$\cr
  \hidewidth\raisefix{#1}\hbox{$#1#2\mkern.5mu$}\cr}}
```
```latex
$
\mathcal{F}_x:=
  \frac{\bigsqcup\{\mathcal{F}(U);\, x\in U \opn X\}}
  {\exists x\in W \opn U\cap U'\!:s|_W=s'|_W}
$
```

**Expected behavior**
Parse code inside of braces the same as code outside them.
",,,"{""problem_statement"": [""https://user-images.githubusercontent.com/23075534/94275695-8f4a6600-ff47-11ea-9c51-6eb36cf8e0b2.png"", ""https://user-images.githubusercontent.com/23075534/94276251-43e48780-ff48-11ea-8f77-0894ff08e374.png"", ""https://user-images.githubusercontent.com/23075534/94276360-6d051800-ff48-11ea-9bf2-0d35838097b0.png""]}",,,,False,2020-10-17 16:58:26+00:00,2020-10-17 16:58:26+00:00,2020,10,2020,10
highlightjs/highlight.js,highlightjs__highlight.js-2704,5b87cc4d106059bee1c30f123e5a4053e0af9de4,,,"(fsharp) `(*)` operators uncorrected detected as multi-line comment
**Describe the issue**
Using Discord's codeblock i posted a short snippet of F# code in which i used the Operators.(*) function. This led the highlighter to believe that the rest of the codeblock was part of a multiline comment. In F# a multi-line comment is writting with (* Comment Here *). 

**Which language seems to have the issue?**
fsharp and fs both produce this bug.

**Sample Code to Reproduce**
```fsharp
let decimator str =             
    match String.length str with
    | 0 -> """"                   
    | 1 -> str                  
    | len ->                    
        let index =             
            len 
            |> float        
            |> Operators.(*) 0.1          
            |> ceil             
            |> int              
            |> Operators.(+) 1            
            |> Operators.(-) len          
        str.[..index] 
printfn ""%A"" (decimator ""1234567890"") // => ""123456789""
printfn ""%A"" (decimator ""1234567890AB"") // => ""1234567890""
printfn ""%A"" (decimator ""123"") // => ""12""
;;
```

**Expected behavior**
I expect there to be no highlighted comments in this code, aside from the inline comments in the last 3 lines.

**Additional context**

![image](https://user-images.githubusercontent.com/21344441/93733234-9ae20980-fba2-11ea-9fcc-bda1d7be40ca.png)

",,,"{""problem_statement"": [""https://user-images.githubusercontent.com/21344441/93733234-9ae20980-fba2-11ea-9fcc-bda1d7be40ca.png""]}",,,,False,2020-09-27 17:03:50+00:00,2020-09-27 17:03:50+00:00,2020,9,2020,9
highlightjs/highlight.js,highlightjs__highlight.js-3000,eb742fd66a325dfe1139370417148375833c4010,,,"(php) Anonymous functions without {} block not highlighted correctly
**Describe the issue**
Highlighter seems to expect a title in PHP arrow functions, even though they are intentionally anonymous.
![Actual: Incorrect title recognized](https://user-images.githubusercontent.com/2564094/107443068-f29af600-6aec-11eb-8b2a-b6f01744f300.png)

**Which language seems to have the issue?**
`php`

**Sample Code to Reproduce**
```php
<?php
$fn1 = fn($x) => $x + $y;
```


**Expected behavior**
![Expected: Variables](https://user-images.githubusercontent.com/2564094/107443233-4e657f00-6aed-11eb-8413-d5e4c970147c.png)


**Additional context**
Found in an [Code-Golf answer](https://codegolf.stackexchange.com/a/218815/25026), but also reproduces in the ungolfed version:
```php
fn( $s ) => 
    ( $l = strlen( $s ) ) > 1 ?             // is input longer than one char?
        max( count_chars( $s ) ) > 1 ?      // has more than 1 of any single char?
            'Bunny'                         // if so, contains dupes so... Bunny it is
        :                                   // else, no dupes
            [
                'T' => [ 'Ka',  'Hu'  ],    // two dimensional associative
                'C' => [ 'Rai', 'Do'  ],    //   array containing handsign 
                'J' => [ 'Hyo',  'Sui' ]    //   and length as indexes
            ]
            [ $s[-1] ]                      // access array by last letter and
            [ $l % 2 ]                      //   length mod 2 (2 == 0, 3 == 1)
            . 'ton'                         //   and append ""ton""
    :                                       // finally...
    'Fuma Shuriken'                         // input length was only one char
```

![Context: Code Golf source](https://user-images.githubusercontent.com/2564094/107443454-b7e58d80-6aed-11eb-9c3a-6be57d434d20.png)
The comments are colored orange because they are considered `title`.

",,,"{""problem_statement"": [""https://user-images.githubusercontent.com/2564094/107443068-f29af600-6aec-11eb-8b2a-b6f01744f300.png"", ""https://user-images.githubusercontent.com/2564094/107443233-4e657f00-6aed-11eb-8413-d5e4c970147c.png"", ""https://user-images.githubusercontent.com/2564094/107443454-b7e58d80-6aed-11eb-9c3a-6be57d434d20.png""]}",,,,False,2021-02-10 05:43:14+00:00,2021-02-10 05:43:14+00:00,2021,2,2021,2
