instance_id,issue_link,problem_statement,issue_category,image_assets,image_category_1,image_category_2,name
openlayers__openlayers-12467,https://github.com/openlayers/openlayers/issues/12461,"Circle's animation jitter
Recently we have updated OpenLayers from version 4.6.5 to 6.5.

In OpenLayers 4.6.5 we used `snapToPixel` option set to false for `ol.style.Circle` for ""accurate"" rendering mode during the animation to prevent noticable jitter. This phenomenon was also described in the documentation for the version 4.6.5:

> Using true allows for ""sharp"" rendering (no blur), while using false allows for ""accurate"" rendering. Note that accuracy is important if the circle's position is animated. Without it, the circle may jitter noticeably. Default value is true.

Unfortunately, this parameter has been removed in version 5.2.0, because it should be no longer needed according to the upgrade notes:

> The renderer now snaps to integer pixels when no interaction or animation is running to get crisp rendering. During interaction or animation, it does not snap to integer pixels to avoid jitter.

However, when we compare the same animation from version 4.6.5 to the animation from version 6.5 we can see the difference in rendering circle's animation which leads to the visible jitter (it is most visible at the end of the animation when the circle's diameter is the greatest). We prepared also a sample video with animation comparison:
https://www.youtube.com/watch?v=XGZdVtwdHMA

We are wondering if this change is related to some kind of a change in how snapping to pixels work right now? Is there anything we can do to make this animation smoother?
",[2.4 Incorrect output],[https://raw.githubusercontent.com/openlayers/openlayers/7e33c416978354ba1de16f57278a76d0dc6c060d/test/rendering/cases/layer-vectortile-rendermode-vector/expected.png],Map/Geospatial Visualization,Desired Output,tan
openlayers__openlayers-15168,https://github.com/openlayers/openlayers/issues/15144,"Raster reprojection assumes that projected pixels are square
**Describe the bug**

It seems that raster reprojection always tries to display square target pixels, which can lead to mis-alignments in some cases.

In the screenshot below I project a 5×5 pixels image where my intent is that each pixel of the source image covers an area of 3km by 2km. The blue circles show the expected centers of each pixels. The source projection is Lambert Conformal Conic and the target projection is Web Mercator.

![image](https://github.com/openlayers/openlayers/assets/332812/3e63f872-2d44-42fb-b822-0cbf02ff69cf)

We see that vertically the pixels are correctly aligned with their expected centers. However, horizontally we observe a mis-alignment. This is because OpenLayers tries to draw perfect squares only. On the left of the screenshot, we see that the first column of pixels of the  source image is repeated twice. The resulting projected column extends too far to the east. Ultimately, the 5×5 source image looks like a 7×5 image in the result.

**Expected behavior**

Instead, I would expect the pixels of the destination to be stretched so that the total number of “projected pixels” is exactly the same as the number of pixels of the source image.

Note that in my real use case, my “pixels” are actually square … in their source projection. They cover a 2km by 2km area, but when they are projected, the result may not be perfectly square, leading to similar mis-alignments.

It seems #4124 can not help for this use case, unless I missed something?

Is there a way to preserve the amount of source pixels in the projection result? Would the situation be different if I was using GeoTiff files instead of projecting PNG images?
",[2.1 Incorrect data processing],[https://private-user-images.githubusercontent.com/332812/268495975-3e63f872-2d44-42fb-b822-0cbf02ff69cf.png?jwt=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiJnaXRodWIuY29tIiwiYXVkIjoicmF3LmdpdGh1YnVzZXJjb250ZW50LmNvbSIsImtleSI6ImtleTUiLCJleHAiOjE3NzM2MTExMzYsIm5iZiI6MTc3MzYxMDgzNiwicGF0aCI6Ii8zMzI4MTIvMjY4NDk1OTc1LTNlNjNmODcyLTJkNDQtNDJmYi1iODIyLTBjYmYwMmZmNjljZi5wbmc_WC1BbXotQWxnb3JpdGhtPUFXUzQtSE1BQy1TSEEyNTYmWC1BbXotQ3JlZGVudGlhbD1BS0lBVkNPRFlMU0E1M1BRSzRaQSUyRjIwMjYwMzE1JTJGdXMtZWFzdC0xJTJGczMlMkZhd3M0X3JlcXVlc3QmWC1BbXotRGF0ZT0yMDI2MDMxNVQyMTQwMzZaJlgtQW16LUV4cGlyZXM9MzAwJlgtQW16LVNpZ25hdHVyZT1hZmY0N2Y0NzM1YmQ4MDdhNGI0YWJmZTQ0Y2UwMzZkODc0MTUxZDlhM2E4NDJiNmYzY2JlODg3OTRlMjcwM2JjJlgtQW16LVNpZ25lZEhlYWRlcnM9aG9zdCJ9.f_E1dkWMqoxIZYx9Ku3uGl4Deu71HGaJm1XgdRVZ_Ho],Map/Geospatial Visualization,Program Output,tan
bpmn-io__bpmn-js-1179,https://github.com/bpmn-io/bpmn-js/issues/1178,Sequence Flow Layout Broken After Dropping Element Dropping any element onto a sequence flow breaks the layout. The docking of the new incoming sequence flow seems to always be the top left corner.,[2.1 Incorrect data processing],,Diagram,"Program Output, Steps and Processes",tan
eslint__eslint-15243,https://github.com/eslint/eslint/issues/15242,"Change Request: Support async formatter
ESLint version
8.1.0

What problem do you want to solve?
Support async formatter
fengzilong/eslint-formatter-mo

I had wrote an eslint formatter with code highlight feature

But it seems the highlighter didn't highlight all tokens well

Recently I want to switch highlighter to shiki for a better highlighting result(maybe, I'm trying), but shiki has a async highlighter, which is not supported by ESLint currently

What do you think is the correct solution?
formatter can be async function

Participation

I am willing to submit a pull request for this change.
Additional comments
No response",[4 Perfective maintenance],,Code Snippet Screenshot,"Code, Program Output",tan
GoogleChrome__lighthouse-4036,https://github.com/GoogleChrome/lighthouse/issues/3714,"rel=""noopener"" audit should ignore href=""mailto:x@y.com"" links 
Following this suggestion for these mailto: links causes the links to break on Chrome for Android and iOS Safari. Unfortunately, we only found this issue in production :(

Reproduction:

<ul>
        <li>
          <a href=""mailto:sales@marketamplified.com"" target=""_blank"">
            <mat-icon>mail_outline</mat-icon>Sales
          </a>
        </li>
        <li>
          <a href=""mailto:support@marketamplified.com"" target=""_blank"" rel=""noopener"">
            <mat-icon>mail_outline</mat-icon>Support
          </a>
        </li>
</ul>
The support link fails as seen above on Chrome for Android. The sales link works fine and launches Gmail from Chrome for Android.

Activity",2.2 Incorrect input validation,,"Web Interface (UI/UX Element), Code Snippet Screenshot","Code, Program Output, Menus and Preference",tan
bpmn-io__bpmn-js-2024,https://github.com/bpmn-io/bpmn-js/issues/57,"Correctly render pool / lane labels in vertical collaboration
__Describe the issue__

Vertical pools is a feature request we see once in a while. It is also part of [the MIWG test suite, case `A.4.1`](https://github.com/bpmn-io/bpmn-miwg-test-suite/blob/master/Reference/A.4.1.bpmn) specifically.

We do not account for pool direction when rendering it, resulting in such diagrams: 

![a 4 1-import](https://cloud.githubusercontent.com/assets/58601/3065031/515d5064-e25c-11e3-9c7b-70e2ea822434.png)

Properly supporting vertical pools does require modeling support (https://github.com/bpmn-io/bpmn-js/issues/507), too.

__Additional Details__

A pool is marked as vertical via the `isHorizontal=""false""` property in the element's DI:

```xml
         <bpmndi:BPMNShape bpmnElement=""sid-66751F1E-EEB9-4BA7-9FDA-7965A1CA9CD1"" id=""sid-66751F1E-EEB9-4BA7-9FDA-7965A1CA9CD1_gui"" isHorizontal=""false"">
            <omgdc:Bounds height=""678.5"" width=""190.00000000000003"" x=""214.2857142857143"" y=""72.5""/>
            <bpmndi:BPMNLabel labelStyle=""sid-ae9a9300-bd5c-4531-84ab-5f0791d9f49f"">
               <omgdc:Bounds height=""12.0"" width=""36.857147216796875"" x=""290.8571406773159"" y=""78.5""/>
            </bpmndi:BPMNLabel>
         </bpmndi:BPMNShape>
```

---

See [reference image](https://github.com/bpmn-io/bpmn-miwg-test-suite/blob/master/Reference/A.4.1.png) for the picture above.
",[1.1 Incomplete Data Processing],"['https://cloud.githubusercontent.com/assets/58601/3065031/515d5064-e25c-11e3-9c7b-70e2ea822434.png', 'https://github.com/bpmn-io/bpmn-miwg-test-suite/blob/master/Reference/A.4.1.png']",Diagram,"Steps and Processes, Algorithm/Concept Description",yaseen
bpmn-io__bpmn-js-1200,https://github.com/bpmn-io/bpmn-js/issues/1199,"""Timer Intermediate Catch Event"" removes ""conditionExpression"" from sequence flows
__Describe the Bug__

Drop an intermediate event on a sequence flow that has a condition type of expression (with a value set). Changing event into a ""Timer Intermediate Catch Event"" removes expression from sequence flow.

Similar to [#1197 ](url).


__Steps to Reproduce__

See attached GIF.
![expression removed](https://user-images.githubusercontent.com/8074799/65552698-bc77c900-df2d-11e9-9327-c9e8ed50a64d.gif)


__Expected Behavior__

Don't remove expression from sequence flow.


__Environment__

 - Browser: Chrome Version 76.0.3809.132 (Official Build) (64-bit)
 - Library version: 5.0.4

",[2.1 Incorrect Data Processing],['https://user-images.githubusercontent.com/8074799/65552698-bc77c900-df2d-11e9-9327-c9e8ed50a64d.gif'],"Code Snippet Screenshot, Diagram","Steps and Processes, Algorithm/Concept Description",yaseen
bpmn-io__bpmn-js-1610,https://github.com/bpmn-io/bpmn-js/issues/1609,"Direct editing in sub-process plane stays open after navigation
__Describe the Bug__

When I switch planes with direct editing active the editing box remains open (despite the element not being visible anymore).

![capture vuQ6Mm_optimized](https://user-images.githubusercontent.com/58601/155515880-d0f6feb4-6380-4c64-a709-7819926e17b4.gif)


__Steps to Reproduce__

1. Open [test diagram](https://github.com/bpmn-io/bpmn-js/files/8132113/direct-editing.bpmn.txt)
2. Direct edit inside plane
3. Switch to other plane
4. __See that direct editing remains open__


__Expected Behavior__

Direct editing is canceled on plane switch.

__Environment__

 - Browser: Chrome
 - OS: Linux
 - Library version: v9.0.1 (demo.bpmn.io)

",[1.3 Error Handling],['https://user-images.githubusercontent.com/58601/155515880-d0f6feb4-6380-4c64-a709-7819926e17b4.gif'],Diagram,Algorithm/Concept Description,yaseen
bpmn-io__bpmn-js-1578,https://github.com/bpmn-io/bpmn-js/issues/1555,"Error when copy Pool
__Describe the Bug__

Duplicate Pool id when copy Pool

__Expected Behavior__

1. Create Pool with Task inside Pool
2. Copy Pool and paste
3. Export
4. Import file was exported

![fail](https://user-images.githubusercontent.com/15230555/147228024-18c202f6-9b3f-4128-8469-1ce583273a3c.gif)

```xml
<bpmn:process id=""Process_17iojvx"" isExecutable=""false"">
    <bpmn:task id=""Activity_0mkgwx2"" />
  </bpmn:process>
  <bpmn:process id=""Process_17iojvx"" isExecutable=""false"">
    <bpmn:task id=""Activity_1xz8h8p"" />
</bpmn:process>
```

__Environment__

 - Browser: [Chrome]
 - OS: [Windows 10]

",[2.1.2 Incorrect Initialization],['https://user-images.githubusercontent.com/15230555/147228024-18c202f6-9b3f-4128-8469-1ce583273a3c.gif'],"Diagram, Error Message",Algorithm/Concept Description,yaseen
bpmn-io__bpmn-js-1584,https://github.com/bpmn-io/bpmn-js/issues/1508,"Inconsistent redo behaviour when recreating the first participant in the model
__Describe the Bug__

When adding a first participant/pool into the model, the ID of the process element does not change. If I undo this action, the participant gets removed and the ID of the process still stays the same as expected. However, when I redo this undo (re-add the participant), the id of the process is different this time. 
Note: note sure if this is also a bug, but when I remove the participant via delete (removing the only participant in the model), the id of the process also changes. 

__Steps to Reproduce__

- Start with a fresh model, the process has id Process_1
- Add the first participant, the process still has id Process_1
- Undo the action. The participant gets removed and the process still has id Process_1
- Redo the undo. The first participant gets re-added, however the process now has a different id



__Expected Behavior__

I would have expected the redo action to bring the model into the same state as before, not modifying the id of the process. 

I would have also expected the ""id transfer"" to work both ways. The process id is typically kept the same when the first participant is added (except for the mentioned edge case). This is however not the case when removing the last participant in the model using the delete functionality (not an undo), as the id of the process changes. 

__Environment__

 - Browser: Chrome 90
 - OS: Windows 10
 - Library version: 7.3.0

Error when copy Pool
__Describe the Bug__

Duplicate Pool id when copy Pool

__Expected Behavior__

1. Create Pool with Task inside Pool
2. Copy Pool and paste
3. Export
4. Import file was exported

![fail](https://user-images.githubusercontent.com/15230555/147228024-18c202f6-9b3f-4128-8469-1ce583273a3c.gif)

```xml
<bpmn:process id=""Process_17iojvx"" isExecutable=""false"">
    <bpmn:task id=""Activity_0mkgwx2"" />
  </bpmn:process>
  <bpmn:process id=""Process_17iojvx"" isExecutable=""false"">
    <bpmn:task id=""Activity_1xz8h8p"" />
</bpmn:process>
```

__Environment__

 - Browser: [Chrome]
 - OS: [Windows 10]

",[1.2.3 Missing Null Check],['https://user-images.githubusercontent.com/15230555/147228024-18c202f6-9b3f-4128-8469-1ce583273a3c.gif'],"Diagram, Error Message",Algorithm/Concept Description,yaseen
bpmn-io__bpmn-js-1083,https://github.com/bpmn-io/bpmn-js/issues/1081,"Docking Snapping gone
__Describe the Bug__

In `v3.x` we snapped connected elements on their docking points:

![snap-docking-works](https://user-images.githubusercontent.com/58601/59529953-a72ce080-8ee2-11e9-9a46-6fb9ef981724.gif)

This no longer works in `v4-beta`:

![snap-docking-no-works](https://user-images.githubusercontent.com/58601/59529974-b449cf80-8ee2-11e9-88c4-2c52f0c0f122.gif)


__Steps to Reproduce__

* Open [test diagram](https://github.com/bpmn-io/bpmn-js/files/3291778/snap.bpmn.txt)
* Move event
* __Observe target snapping gone__

Can be reproduced on demo, too.


__Expected Behavior__

`v3.x` behavior is restored.

__Environment__

 - Browser: Any
 - OS: Any
 - Library version: 4.0.0-beta.1
",[2.2 Incorrect Input Validation],"['https://user-images.githubusercontent.com/58601/59529953-a72ce080-8ee2-11e9-9a46-6fb9ef981724.gif', 'https://user-images.githubusercontent.com/58601/59529974-b449cf80-8ee2-11e9-88c4-2c52f0c0f122.gif']",Diagram,Algorithm/Concept Description,yaseen
bpmn-io__bpmn-js-1928,https://github.com/bpmn-io/bpmn-js/issues/1769,"Space tool resizes empty pool vertically
__Describe the Bug__

An empty pool has a dedicated, fixed height shape to distinguish it from lanes / expanded pools. Using the space tool it gets resized however:

![capture SiJdcQ_optimized](https://user-images.githubusercontent.com/58601/201333134-d400f316-8fa1-4de2-a48a-d10d1a7938bf.gif)


__Steps to Reproduce__

1. Model an empty pool
2. Use space tool on top of empty pool

(Can be reproduced on https://demo.bpmn.io/s/application-processing).


__Expected Behavior__

Empty pool does not resize (vertically).


__Environment__

 - Browser: Any
 - OS: Any
 - Library version: v10.x, https://demo.bpmn.io
",[1.1 Incomplete Data Processing],['https://user-images.githubusercontent.com/58601/201333134-d400f316-8fa1-4de2-a48a-d10d1a7938bf.gif'],Diagram,Algorithm/Concept Description,yaseen
bpmn-io__bpmn-js-1659,https://github.com/bpmn-io/bpmn-js/issues/1658,"Labels and associations don't reconnect to SequenceFlow after resize
__Describe the Bug__

When a Conneciton is re-laidout after a connected shape is resized, Labels and Associations are not moved with it.

![Recording 2022-05-20 at 12 33 35](https://user-images.githubusercontent.com/21984219/169510262-f80040f3-b078-481b-b62b-a934ca55b106.gif)


__Steps to Reproduce__

1. Create a Connection with many waypoints, connected to a expanded sub-process
2. Create some Bendpoints and add Text annotation or label to it
3. Resize the Subprocess
4. Connection and label left hanging



__Expected Behavior__

Label and Association are moved with it

__Environment__

 - Browser: Chrome 101
 - OS: Ubuntu
 - Library version: dev

",[4 Perfective Maintenance],['https://user-images.githubusercontent.com/21984219/169510262-f80040f3-b078-481b-b62b-a934ca55b106.gif'],Diagram,Algorithm/Concept Description,yaseen
bpmn-io__bpmn-js-1802,https://github.com/bpmn-io/bpmn-js/issues/1801,"Add append to contextPad
__What should we do?__

Add a ""append anything"" entry to the palette which provides a menu with all possible elements.

What it should look like:
<img src=""https://user-images.githubusercontent.com/25825387/210820799-c3751f4d-5b98-4121-9373-2339db0d1e16.png"" width=""400""/>

 __To do:__
- [ ] Add entry to context pad 
- [ ] Add append menu entries provider

__Why should we do it?__

To support create anything, see https://github.com/bpmn-io/bpmn-js/issues/1627
",[1.1 Incomplete Data Processing],['https://user-images.githubusercontent.com/25825387/210820799-c3751f4d-5b98-4121-9373-2339db0d1e16.png'],Diagram,"Algorithm/Concept Description, Dialog Box",yaseen
bpmn-io__bpmn-js-1172,https://github.com/bpmn-io/bpmn-js/issues/1170,"Boundary event associations can be created but can't be loaded
__Describe the Bug__

Associations on `bpmn:BoundaryEvents` can be modeled, bu won't be rendered on import.

Created:
![image](https://user-images.githubusercontent.com/25322348/62955253-a207e700-bde8-11e9-80b5-d49be9b1c133.png)

After load:

![image](https://user-images.githubusercontent.com/25322348/62955487-12166d00-bde9-11e9-8763-56bacfd0f288.png)

__Steps to Reproduce__

Using https://demo.bpmn.io/new
1. Create Task
2. Add signal boundary event (Happens for other boundary events too)
3. Associate boundary event with data object
4. Export to file, refresh, import from file

__Expected Behavior__

Associations on Boundary Events will be rendered correctly.

__Environment__

 - Browser: all
 - OS: macOS
 - Library version: 3, 4, 5
",[1.1 Incomplete Data Processing],"['https://user-images.githubusercontent.com/25322348/62955253-a207e700-bde8-11e9-80b5-d49be9b1c133.png', 'https://user-images.githubusercontent.com/25322348/62955487-12166d00-bde9-11e9-8763-56bacfd0f288.png']",Diagram,Algorithm/Concept Description,yaseen
bpmn-io__bpmn-js-1638,https://github.com/bpmn-io/bpmn-js/issues/1637,"`Label` property exists after clearing the name
__Describe the Bug__

When I remove the Label of a Task, the di still has the property `label: null`. This causes issues with other tools, e.g. with linting:

![Recording 2022-04-22 at 10 13 44](https://user-images.githubusercontent.com/21984219/164674929-c8e344a5-71d1-4cab-8611-b4cd5ef87a02.gif)


__Steps to Reproduce__

1. Remove the label of a Task
2. `di.label` exists and is `null`

__Expected Behavior__

`di.label` does not exist


__Additional Context__

This was introduced with support for embedded label DIs: https://github.com/bpmn-io/bpmn-js/issues/1540

Cf. [discussion in the forum](https://forum.bpmn.io/t/clearing-labels-results-in-errors-during-bpmnlint-run/7497)

__Environment__

 - Browser: Chrome 100
 - OS: Ubuntu
 - Library version: master
",[3.3.1 Missing Initialization],['https://user-images.githubusercontent.com/21984219/164674929-c8e344a5-71d1-4cab-8611-b4cd5ef87a02.gif'],"Diagram, Web Interface (UI/UX Element), Error Message","Run Time Error, Algorithm/Concept Description",yaseen
bpmn-io__bpmn-js-1434,https://github.com/bpmn-io/bpmn-js/issues/1340,"Typed Start Event Can Be Pasted Onto Sub Process
__Describe the Bug__

Creating typed start events is not allowed within a subprocess. However, they can still be copied and pasted onto a subprocess which shouldn't be allowed either.

![06-08-_2020_14-19-57](https://user-images.githubusercontent.com/7633572/89532801-a647c400-d7f2-11ea-87d6-ea536b0197ba.gif)

The same issues occurs with non-interrupting events copied out of a event sub-process. (see [comment](https://github.com/bpmn-io/bpmn-js/issues/1340#issuecomment-669970364)).


__Steps to Reproduce__

1. Copy a typed start event
2. Paste onto a subprocess

__Expected Behavior__

Pasting is not allowed.


__Environment__

 - Library version: v7.3.0

",[2.1 Incorrect Data Processing],['https://user-images.githubusercontent.com/7633572/89532801-a647c400-d7f2-11ea-87d6-ea536b0197ba.gif'],Diagram,Algorithm/Concept Description,yaseen
bpmn-io__bpmn-js-1644,https://github.com/bpmn-io/bpmn-js/pull/1644,"Multi-Instance Properties Lost When Changing Between Parallel and Sequential
__Describe the Bug__

![bvc7qV9Mw8](https://user-images.githubusercontent.com/7633572/150531680-3f51471b-df5f-4b08-b6c1-d49b2e6a2209.gif)


__Steps to Reproduce__

1. Create sub-process
2. Add parallel multi-instance
3. Add loop cardinality
4. Change to sequential multi-instance
5. Multi-instance properties lost

__Expected Behavior__

Multi-instance properties not lost.

__Environment__

 - Library version: 8.9.0

---

Reported through https://forum.bpmn.io/t/how-to-save-elements-when-changing-task-settings/7092/7

",[2.1 Incorrect Data Processing],['https://user-images.githubusercontent.com/7633572/150531680-3f51471b-df5f-4b08-b6c1-d49b2e6a2209.gif'],"Diagram, Web Interface (UI/UX Element)",Algorithm/Concept Description,yaseen
bpmn-io__bpmn-js-1679,https://github.com/bpmn-io/bpmn-js/issues/1673,"Multi-instance toggle loop then toggle Parallel or Sequential XML label No updates
__Describe the Bug__


![GIF 2022-6-7 19-50-50](https://user-images.githubusercontent.com/61787903/172374025-61f23e34-b199-4e67-bddd-ec7a3aafdb92.gif)

__Steps to Reproduce__

1. Create Task
2. Add loop multi-instance
3. toggle Parallel or Sequential

__Expected Behavior__

XML  label： <bpmn:multiInstanceLoopCharacteristics /> or  <bpmn:multiInstanceLoopCharacteristics isSequential=""true"" />


__Environment__

 - Library version: 9.1.0
",[2.1 Incorrect Data Processing],['https://user-images.githubusercontent.com/61787903/172374025-61f23e34-b199-4e67-bddd-ec7a3aafdb92.gif'],Diagram,"Algorithm/Concept Description, Program Output",yaseen
bpmn-io__bpmn-js-1640,https://github.com/bpmn-io/bpmn-js/issues/1581,"Multi-Instance Properties Lost When Changing Between Parallel and Sequential
__Describe the Bug__

![bvc7qV9Mw8](https://user-images.githubusercontent.com/7633572/150531680-3f51471b-df5f-4b08-b6c1-d49b2e6a2209.gif)


__Steps to Reproduce__

1. Create sub-process
2. Add parallel multi-instance
3. Add loop cardinality
4. Change to sequential multi-instance
5. Multi-instance properties lost

__Expected Behavior__

Multi-instance properties not lost.

__Environment__

 - Library version: 8.9.0

---

Reported through https://forum.bpmn.io/t/how-to-save-elements-when-changing-task-settings/7092/7

",[1.2 Missing Input Validation],['https://user-images.githubusercontent.com/7633572/150531680-3f51471b-df5f-4b08-b6c1-d49b2e6a2209.gif'],Diagram,"Algorithm/Concept Description, Menus and Preference",yaseen
bpmn-io__bpmn-js-1847,https://github.com/bpmn-io/bpmn-js/issues/1840,"Append shortcut not working on elements without append menu
### Describe the Bug

As designed the append shortcut `a` can be used independent of the context: 

* Where append is possible `a` triggers append
* Where append is not possible `a` triggers create

This does not work in places where append is allowed in principle, but no append actions are given:

![capture UYATWD_optimized](https://user-images.githubusercontent.com/58601/218044358-8873ccfa-402b-43e1-938c-318a024a9e5b.gif)


### Steps to Reproduce

1. Model event sub-process
2. Press `a`
3. __Observe nothing happens__

Can be reproduced on [demo.bpmn.io](https://demo.bpmn.io/s/start)

### Expected Behavior

As outlined above `a` should always be an available action (defaulting to create, if append is not applicable.

### Environment

 - Browser: Any
 - OS: Any
 - Library version: 11.3.0

",[1.1 Incomplete Data Processing],['https://user-images.githubusercontent.com/58601/218044358-8873ccfa-402b-43e1-938c-318a024a9e5b.gif'],Diagram,Algorithm/Concept Description,yaseen
bpmn-io__bpmn-js-1196,https://github.com/bpmn-io/bpmn-js/issues/1190,"Boundary Event attachment is not copied
When the Boundary Event is copied with the object that it's being attached to, the copied Boundary Event is not attached to the copied attached object (in the gif it's a task).

The expected behaviour would be that the copied boundary event is automatically attached to the copied task.

![bug](https://user-images.githubusercontent.com/15003836/64706761-52354200-d4b2-11e9-8664-548293f4f3b6.gif)


",[1.1 Incomplete Data Processing],['https://user-images.githubusercontent.com/15003836/64706761-52354200-d4b2-11e9-8664-548293f4f3b6.gif'],Diagram,Algorithm/Concept Description,yaseen
bpmn-io__bpmn-js-1655,https://github.com/bpmn-io/bpmn-js/issues/1653,"`setColor` should always set the external label to ""stroke"" color
__Describe the Bug__

When setting the color of elements with external labels, the external label is set to the ""fill"" color instead of the ""stroke"" color. This is different to the color set for embedded labels. This raises a UX concern, because of the color being so light.

⚠️ This happens if color is applied to label specifically (not when applied to target shape). 

__Steps to Reproduce__

1. select an external label 
2. use `modeling.setColor` API to change the color of the selection
3. observe external label is set to the fill color:

<img width=""539"" alt=""Screenshot 2022-05-18 at 16 30 58"" src=""https://user-images.githubusercontent.com/25825387/169068231-1b495b39-b003-4dd4-a4f8-6722a688987c.png"">

**Optional:** can be tested in Camunda Modeler with selection tool and Edit -> Set color :

https://user-images.githubusercontent.com/25825387/169325524-f91870f7-c0e5-4b43-999f-4045eeeb2697.mov





__Expected Behavior__

External labels should be set to the ""stroke"" color, as seen in the embedded labels

__Environment__
 - Library version: latest

",[1.5 Incomplete Output Message],['https://user-images.githubusercontent.com/25825387/169068231-1b495b39-b003-4dd4-a4f8-6722a688987c.png'],Diagram,Algorithm/Concept Description,yaseen
bpmn-io__bpmn-js-1438,https://github.com/bpmn-io/bpmn-js/issues/777,"Show Name of Message element
__Is your feature request related to a problem? Please describe.__

Currently, names of message elements on message flows are not rendered

Given [this example diagram](https://github.com/bpmn-io/bpmn-js/files/1860134/Delivery.zip)


![](https://user-images.githubusercontent.com/3998764/38089798-4f00974c-3369-11e8-8f66-6c733a5354d9.png)

__Describe the solution you'd like__

Render the name of the message elements below. Consider that message flows can have labels itself.

__Describe alternatives you've considered__

Start working on #447 beforehand to create a better handling between message names and message flow labels.
",[2.1 Incorrect Data Processing],['https://user-images.githubusercontent.com/3998764/38089798-4f00974c-3369-11e8-8f66-6c733a5354d9.png'],Diagram,Algorithm/Concept Description,yaseen
bpmn-io__bpmn-js-1720,https://github.com/bpmn-io/bpmn-js/issues/1687,"Transforming a Call Activity into a SubProcess does not resize the Shape
__Describe the Bug__

There is a certain edit sequence which is a little confusing because it leads to what seems like a dead end. 

__Steps to Reproduce__

1. Create Camunda 8 BPMN diagram
2. Create a task
3. Use wrench symbol to turn the task into a call activity
4. Now observe, that the wrench menu has additional entries (which is already a bit confusing): sub-process collapsed, sub-process expanded
5. Use wrench symbol to turn the call activity into an expanded sub process
6. Now you end up with an element that visually looks like a task. But when opening the wrench menu, it only allows me to change it into an event subprocess. So I cannot go back to turn it into a call activity, and I reached a dead end.

![image](https://user-images.githubusercontent.com/14032870/175896702-5ef66d70-3a26-4f44-8e55-91dc429e4acb.png)

**Hints:** 
* I was unable to reproduce this exactly on [demo.bpmn.io](https://demo.bpmn.io/new)
* Was able to reproduce it in current web modeler 
* Was able to reproduce it in desktop modeler 5.0.0

__Expected Behavior__

* after step 3, I don't expect additional entries to appear in the wrench menu. Especially since it seems that the collapsed sub process is not fully supported UI wise in either desktop or web modeler. 
* When I use the wrench symbol to change the type of an element, I expect that I can use the same wrench symbol to change the type back


__Environment__

 - Browser: Firefox
 - OS: Ubuntu 21.04
 - Library version: Whatever is used by current web modeler and desktop modeler 5.0.0

",[2.1 Incorrect Data Processing],['https://user-images.githubusercontent.com/14032870/175896702-5ef66d70-3a26-4f44-8e55-91dc429e4acb.png'],Diagram,Algorithm/Concept Description,yaseen
bpmn-io__bpmn-js-1221,https://github.com/bpmn-io/bpmn-js/issues/1220,"AdaptiveLabelPositioningBehavior not applied after pasting elements on flow
__Describe the Bug__

After copying and pasting elements onto flows, the AdaptiveLabelPositioningBehavior is not applied. See the GIF:

![Kapture 2019-10-11 at 15 28 10](https://user-images.githubusercontent.com/15003836/66655358-33a2a200-ec3c-11e9-8ec7-bfeb1eaf75da.gif)


__Steps to Reproduce__

1. Create a boundary event with label (vertically aligned)
2. Copy/Paste it onto a flow having vertical direction.

__Expected Behavior__

AdaptiveLabelPositioningBehavior should align the text after pasting.
",[1.1 Incomplete Data Processing],['https://user-images.githubusercontent.com/15003836/66655358-33a2a200-ec3c-11e9-8ec7-bfeb1eaf75da.gif'],Diagram,Algorithm/Concept Description,yaseen
